,ID,Language,Subscription Type,Subscription Event Type,Purchase Store,Purchase Amount,Currency,Subscription Start Date,Subscription Expiration,Demo User,Free Trial User,Free Trial Start Date,Free Trial Expiration,Auto Renew,Country,User Type,Lead Platform,Email Subscriber,Push Notifications,Send Count,Open Count,Click Count,Unique Open Count,Unique Click Count,InvoiceDate,Cluster
3765,13863,ENG,Limited,INITIAL_PURCHASE,Web,42.46,USD,2019-12-26,2020-04-15,No,Yes,12/26/2019,12/29/2019,On,US/Canada,Consumer,Web,Yes,Yes,7.0,0.0,0.0,0.0,0.0,2019-12-26,1
3768,13872,ESP,Limited,INITIAL_PURCHASE,Web,35.97,USD,2019-11-17,2020-06-04,No,Yes,11/17/2019,11/20/2019,On,US/Canada,Consumer,Web,Yes,Yes,49.0,1.0,0.0,1.0,0.0,2019-11-17,1
3771,13896,ESC,Limited,INITIAL_PURCHASE,Web,59.89,USD,2020-03-18,2020-06-21,No,Yes,3/18/2020,3/21/2020,Off,Europe,Consumer,Web,Yes,Yes,6.0,6.0,0.0,2.0,0.0,2020-03-18,0
3774,13903,EBR,Limited,INITIAL_PURCHASE,Web,75.38,USD,2020-01-01,2020-07-04,No,Yes,1/1/2020,1/4/2020,Off,Europe,Consumer,Web,No,Yes,18.0,14.0,12.0,4.0,2.0,2020-01-01,1
3777,13914,KOR,Limited,INITIAL_PURCHASE,Web,0.0,USD,2019-05-08,2019-08-11,No,Yes,5/8/2019,5/11/2019,Off,US/Canada,Consumer,Web,Yes,Yes,51.0,0.0,0.0,0.0,0.0,2019-05-08,1
3780,13939,ESP,Limited,RENEWAL,Web,79.0,USD,2019-06-30,2020-04-11,No,Yes,6/30/2019,7/3/2019,Off,Other,Consumer,Web,Yes,Yes,8.0,8.0,0.0,1.0,0.0,2019-06-30,1
3783,13963,CHI,Limited,INITIAL_PURCHASE,Web,35.97,USD,2019-07-02,2019-10-05,No,Yes,7/2/2019,7/5/2019,Off,US/Canada,Consumer,Web,Yes,Yes,74.0,3.0,3.0,1.0,1.0,2019-07-02,1
3786,14000,EBR,Limited,INITIAL_PURCHASE,Web,53.84,USD,2020-01-07,2020-07-12,No,Yes,1/7/2020,1/10/2020,Off,Europe,Consumer,Web,No,Yes,13.0,4.0,4.0,3.0,3.0,2020-01-07,1
3789,14006,ESC,Limited,INITIAL_PURCHASE,Web,54.49,USD,2020-03-03,2020-06-03,No,Yes,2/26/2020,2/29/2020,On,Europe,Consumer,Web,Yes,Yes,13.0,11.0,4.0,7.0,2.0,2020-03-03,0
3792,14007,ENG,Limited,RENEWAL,Web,35.97,USD,2019-06-11,2020-06-14,No,Yes,6/11/2019,6/14/2019,On,US/Canada,Consumer,Web,Yes,Yes,4.0,0.0,0.0,0.0,0.0,2019-06-11,1
3795,14027,EBR,Limited,INITIAL_PURCHASE,Web,29.64,USD,2019-12-27,2020-07-19,No,Yes,12/27/2019,12/30/2019,On,Europe,Consumer,Web,Yes,Yes,5.0,4.0,0.0,1.0,0.0,2019-12-27,1
3798,14034,ALL,Limited,INITIAL_PURCHASE,Web,95.88,USD,2020-03-30,2021-03-30,No,Yes,1/24/2020,1/27/2020,On,US/Canada,Consumer,Web,No,Yes,167.0,58.0,0.0,15.0,0.0,2020-03-30,0
3801,14063,ESP,Limited,INITIAL_PURCHASE,Web,38.22,USD,2020-01-29,2020-05-01,No,Yes,1/29/2020,2/1/2020,Off,US/Canada,Consumer,Web,Yes,Yes,26.0,14.0,3.0,4.0,1.0,2020-01-29,1
3804,14064,ALL,Lifetime,INITIAL_PURCHASE,Web,248.75,USD,2020-03-14,2099-01-01,No,Yes,3/14/2020,3/17/2020,Off,Europe,Consumer,Web,No,Yes,2.0,2.0,0.0,1.0,0.0,2020-03-14,0
3807,14065,CHI,Limited,INITIAL_PURCHASE,Web,38.49,USD,2020-03-18,2020-06-21,No,Yes,3/18/2020,3/21/2020,On,US/Canada,Consumer,Web,Yes,Yes,10.0,3.0,0.0,1.0,0.0,2020-03-18,0
3810,14069,ALL,Lifetime,INITIAL_PURCHASE,Web,216.16,USD,2020-02-29,2099-01-01,No,Yes,2/29/2020,3/7/2020,Off,US/Canada,Consumer,Web,Yes,Yes,9.0,3.0,0.0,1.0,0.0,2020-02-29,0
3813,14070,DEU,Limited,INITIAL_PURCHASE,Web,35.97,USD,2020-02-27,2020-06-01,No,Yes,3/2/2020,3/9/2020,On,Other,Consumer,Web,No,Yes,8.0,8.0,8.0,1.0,1.0,2020-02-27,0
3816,14074,ESP,Limited,INITIAL_PURCHASE,Web,35.97,USD,2019-12-13,2020-03-16,No,Yes,12/13/2019,12/16/2019,Off,US/Canada,Consumer,Web,Yes,Yes,15.0,1.0,0.0,1.0,0.0,2019-12-13,1
3819,14080,FRA,Limited,INITIAL_PURCHASE,Web,35.97,USD,2019-09-02,2020-07-17,No,Yes,9/2/2019,9/5/2019,On,US/Canada,Consumer,Web,Yes,Yes,194.0,33.0,0.0,32.0,0.0,2019-09-02,1
3822,14081,ESP,Limited,INITIAL_PURCHASE,Web,41.11,USD,2019-12-07,2020-04-07,No,Yes,12/7/2019,12/10/2019,Off,US/Canada,Consumer,Web,Yes,Yes,13.0,1.0,1.0,1.0,1.0,2019-12-07,1
3825,14088,GRK,Limited,INITIAL_PURCHASE,Web,35.97,USD,2020-02-27,2020-06-03,No,Yes,2/27/2020,3/1/2020,On,Other,Consumer,Web,No,Yes,27.0,25.0,25.0,1.0,1.0,2020-02-27,0
3828,14092,CHI,Limited,INITIAL_PURCHASE,Web,35.97,USD,2020-01-25,2020-04-30,No,Yes,1/25/2020,1/28/2020,Off,US/Canada,Consumer,Web,Yes,Yes,18.0,0.0,0.0,0.0,0.0,2020-01-25,1
3831,14098,ALL,Lifetime,INITIAL_PURCHASE,Web,189.0,USD,2020-02-27,2099-01-01,No,Yes,2/25/2020,2/28/2020,Off,US/Canada,Consumer,Web,Yes,Yes,14.0,12.0,0.0,4.0,0.0,2020-02-27,0
3834,14105,ITA,Limited,INITIAL_PURCHASE,Web,77.05,USD,2019-02-11,2020-05-04,No,Yes,2/1/2020,2/4/2020,Off,US/Canada,Consumer,Web,Yes,Yes,12.0,0.0,0.0,0.0,0.0,2019-02-11,1
3837,14110,FAR,Limited,INITIAL_PURCHASE,Web,19.99,USD,2020-03-23,2020-04-30,No,Yes,3/23/2020,3/26/2020,Off,Other,Consumer,Web,No,Yes,13.0,10.0,6.0,2.0,1.0,2020-03-23,0
3840,14121,FRA,Limited,INITIAL_PURCHASE,Web,34.05,USD,2020-03-28,2020-06-30,No,Yes,3/28/2020,3/31/2020,On,Europe,Consumer,Web,No,Yes,5.0,4.0,4.0,1.0,1.0,2020-03-28,0
3843,14135,ESP,Limited,INITIAL_PURCHASE,Web,39.0,USD,2019-08-23,2020-02-27,No,Yes,8/23/2019,8/26/2019,Off,Other,Consumer,Web,No,Yes,4.0,2.0,2.0,1.0,1.0,2019-08-23,1
3846,14148,ESP,Limited,INITIAL_PURCHASE,Web,42.12,USD,2019-08-27,2020-02-29,No,Yes,8/27/2019,8/30/2019,On,US/Canada,Consumer,Web,Yes,Yes,10.0,0.0,0.0,0.0,0.0,2019-08-27,1
3849,14164,FAR,Limited,INITIAL_PURCHASE,Web,39.16,USD,2020-03-26,2020-06-29,No,Yes,3/26/2020,3/29/2020,On,US/Canada,Consumer,Web,Yes,Yes,18.0,18.0,16.0,2.0,1.0,2020-03-26,0
3852,14167,ALL,Lifetime,INITIAL_PURCHASE,Web,199.0,USD,2020-03-19,2099-01-01,No,Yes,3/19/2020,3/22/2020,Off,US/Canada,Consumer,Web,Yes,Yes,7.0,0.0,0.0,0.0,0.0,2020-03-19,0
3855,14188,ESP,Limited,RENEWAL,Web,79.0,USD,2019-06-22,2020-05-06,No,Yes,6/22/2019,6/25/2019,On,US/Canada,Consumer,Web,Yes,Yes,4.0,3.0,0.0,2.0,0.0,2019-06-22,1
3858,14191,ALL,Lifetime,INITIAL_PURCHASE,Web,204.12,USD,2020-02-28,2099-01-01,No,Yes,2/18/2020,2/21/2020,Off,US/Canada,Consumer,Web,Yes,Yes,26.0,20.0,2.0,6.0,1.0,2020-02-28,0
3861,14210,ALL,Lifetime,INITIAL_PURCHASE,Web,201.47,USD,2020-02-29,2099-01-01,No,Yes,11/13/2019,11/16/2019,Off,US/Canada,Consumer,App,Yes,Yes,214.0,152.0,5.0,72.0,2.0,2020-02-29,0
3864,14211,ALL,Lifetime,INITIAL_PURCHASE,Web,179.1,USD,2020-03-17,2099-01-01,No,Yes,3/16/2020,3/19/2020,Off,US/Canada,Consumer,Web,Yes,Yes,8.0,4.0,0.0,3.0,0.0,2020-03-17,0
3867,14217,FRA,Limited,INITIAL_PURCHASE,Web,41.5,USD,2020-03-17,2020-06-24,No,Yes,3/17/2020,3/20/2020,On,Europe,Consumer,Web,Yes,Yes,33.0,29.0,18.0,7.0,3.0,2020-03-17,0
3870,14218,ESP,Limited,INITIAL_PURCHASE,Web,35.97,USD,2020-01-27,2020-05-01,No,Yes,1/27/2020,1/30/2020,On,US/Canada,Consumer,Web,Yes,Yes,25.0,22.0,1.0,5.0,1.0,2020-01-27,1
3873,14223,FRA,Limited,INITIAL_PURCHASE,Web,85.81,USD,2020-01-22,2020-04-26,No,Yes,1/22/2020,1/25/2020,Off,US/Canada,Consumer,Web,Yes,Yes,23.0,16.0,1.0,10.0,1.0,2020-01-22,0
3876,14236,ALL,Limited,INITIAL_PURCHASE,Web,95.88,USD,2020-02-21,2021-02-21,No,Yes,2/7/2020,2/10/2020,Off,US/Canada,Consumer,Web,Yes,Yes,43.0,32.0,0.0,12.0,0.0,2020-02-21,0
3879,14242,ESP,Limited,RENEWAL,Web,79.0,USD,2019-07-24,2020-04-30,No,Yes,7/24/2019,7/27/2019,On,US/Canada,Consumer,Web,Yes,Yes,8.0,8.0,0.0,3.0,0.0,2019-07-24,1
3882,14247,LAT,Limited,INITIAL_PURCHASE,Web,188.85,USD,2019-11-17,2020-11-17,No,Yes,11/17/2019,11/20/2019,Off,US/Canada,Consumer,Web,Yes,Yes,2.0,0.0,0.0,0.0,0.0,2019-11-17,0
3885,14258,FRA,Limited,INITIAL_PURCHASE,Web,34.51,USD,2020-03-02,2020-06-02,No,Yes,3/2/2020,3/5/2020,Off,US/Canada,Consumer,Web,Yes,Yes,149.0,26.0,3.0,17.0,2.0,2020-03-02,0
3888,14259,JPN,Limited,INITIAL_PURCHASE,Web,35.97,USD,2020-02-17,2020-05-21,No,Yes,2/17/2020,2/20/2020,Off,US/Canada,Consumer,Web,No,Yes,4.0,4.0,0.0,1.0,0.0,2020-02-17,1
3891,14269,ALL,Lifetime,INITIAL_PURCHASE,Web,189.0,USD,2020-03-04,2099-01-01,No,Yes,12/7/2019,12/10/2019,Off,US/Canada,Consumer,Web,Yes,Yes,139.0,12.0,7.0,7.0,3.0,2020-03-04,0
3894,14271,CHI,Limited,INITIAL_PURCHASE,Web,39.0,USD,2019-08-15,2019-11-18,No,Yes,8/15/2019,8/18/2019,Off,US/Canada,Consumer,Web,Yes,Yes,55.0,0.0,0.0,0.0,0.0,2019-08-15,1
3897,14281,ALL,Lifetime,INITIAL_PURCHASE,Web,199.0,USD,2020-03-28,2099-01-01,No,Yes,3/28/2020,3/31/2020,Off,US/Canada,Consumer,Web,Yes,Yes,4.0,0.0,0.0,0.0,0.0,2020-03-28,0
3900,14287,ALL,Lifetime,INITIAL_PURCHASE,Web,199.0,USD,2020-03-23,2099-01-01,No,Yes,3/25/2020,3/28/2020,Off,US/Canada,Consumer,Web,Yes,Yes,6.0,0.0,0.0,0.0,0.0,2020-03-23,0
3903,14292,ESC,Limited,INITIAL_PURCHASE,Web,64.61,USD,2020-03-21,2020-09-21,No,Yes,3/21/2020,3/24/2020,On,Europe,Consumer,Web,Yes,Yes,3.0,3.0,3.0,1.0,1.0,2020-03-21,0
3906,14299,ESC,Limited,INITIAL_PURCHASE,Web,110.5,USD,2019-01-06,2021-04-05,No,Yes,4/2/2020,4/5/2020,Off,Europe,Consumer,Web,Yes,Yes,19.0,15.0,4.0,3.0,1.0,2019-01-06,1
3909,14300,ESP,Limited,RENEWAL,Web,79.0,USD,2019-06-17,2020-03-21,No,Yes,6/17/2019,6/20/2019,On,US/Canada,Consumer,Web,Yes,Yes,9.0,8.0,0.0,2.0,0.0,2019-06-17,1
3912,14311,FRA,Limited,INITIAL_PURCHASE,Web,68.11,USD,2020-03-24,2020-06-30,No,Yes,3/24/2020,3/27/2020,Off,Europe,Consumer,Web,No,Yes,27.0,25.0,20.0,3.0,1.0,2020-03-24,0
3915,14316,ALL,Lifetime,INITIAL_PURCHASE,Web,199.0,USD,2020-03-26,2099-01-01,No,Yes,3/26/2020,3/29/2020,Off,US/Canada,Consumer,Web,Yes,Yes,6.0,2.0,0.0,2.0,0.0,2020-03-26,0
3918,14317,ALL,Lifetime,INITIAL_PURCHASE,Web,133.1,USD,2020-03-31,2099-01-01,No,Yes,3/28/2020,3/31/2020,Off,Europe,Consumer,Web,No,Yes,3.0,3.0,0.0,2.0,0.0,2020-03-31,0
3921,14320,ENG,Limited,INITIAL_PURCHASE,Web,35.97,USD,2020-03-07,2020-06-13,No,Yes,3/7/2020,3/10/2020,On,US/Canada,Consumer,Web,No,Yes,7.0,3.0,3.0,1.0,1.0,2020-03-07,0
3924,14326,ESP,Limited,RENEWAL,Web,35.97,USD,2019-06-29,2020-05-22,No,Yes,6/29/2019,7/2/2019,Off,US/Canada,Consumer,Web,Yes,Yes,6.0,3.0,0.0,2.0,0.0,2019-06-29,1
3927,14329,ARA,Limited,INITIAL_PURCHASE,Web,59.29,USD,2020-02-24,2020-06-11,No,Yes,2/24/2020,2/27/2020,On,Europe,Consumer,Web,No,Yes,5.0,0.0,0.0,0.0,0.0,2020-02-24,0
3930,14330,POR,Lifetime,INITIAL_PURCHASE,Web,189.0,USD,2019-12-01,2099-01-01,No,Yes,10/24/2019,10/27/2019,Off,US/Canada,Consumer,Web,Yes,Yes,4.0,1.0,0.0,1.0,0.0,2019-12-01,0
3933,14364,ALL,Lifetime,INITIAL_PURCHASE,Web,189.0,USD,2020-02-25,2099-01-01,No,Yes,2/28/2020,3/2/2020,Off,US/Canada,Consumer,Web,Yes,Yes,7.0,2.0,0.0,2.0,0.0,2020-02-25,0
3936,14371,EBR,Limited,INITIAL_PURCHASE,Web,12.02,USD,2018-10-07,2019-12-10,No,Yes,10/7/2018,10/10/2018,On,Europe,Consumer,App,No,Yes,1.0,0.0,0.0,0.0,0.0,2018-10-07,1
3939,14395,ALL,Limited,INITIAL_PURCHASE,Web,192.39,USD,2020-03-31,2021-03-31,No,Yes,3/28/2020,3/31/2020,Off,Europe,Consumer,Web,Yes,Yes,10.0,5.0,5.0,1.0,1.0,2020-03-31,0
3942,14414,ALL,Lifetime,INITIAL_PURCHASE,Web,216.16,USD,2020-03-26,2099-01-01,No,Yes,3/26/2020,3/29/2020,Off,US/Canada,Consumer,Web,Yes,Yes,21.0,17.0,14.0,3.0,2.0,2020-03-26,0
3945,14416,FRA,Limited,INITIAL_PURCHASE,Web,68.11,USD,2020-03-21,2020-06-24,No,Yes,3/21/2020,3/24/2020,Off,Other,Consumer,Web,No,Yes,8.0,5.0,3.0,2.0,1.0,2020-03-21,0
3948,14434,TUR,Limited,INITIAL_PURCHASE,Web,19.99,USD,2019-10-16,2019-12-02,No,Yes,5/7/2019,5/10/2019,Off,US/Canada,Consumer,Web,Yes,Yes,143.0,1.0,0.0,1.0,0.0,2019-10-16,1
3951,14463,NED,Limited,INITIAL_PURCHASE,Web,64.61,USD,2020-03-21,2020-09-21,No,Yes,3/17/2020,3/20/2020,Off,Europe,Consumer,Web,Yes,Yes,16.0,14.0,3.0,3.0,1.0,2020-03-21,0
3954,14488,ESP,Limited,INITIAL_PURCHASE,Web,35.97,USD,2020-03-30,2020-07-19,No,Yes,3/30/2020,4/6/2020,On,US/Canada,Consumer,Web,No,Yes,2.0,2.0,2.0,1.0,1.0,2020-03-30,0
3957,14503,ESP,Limited,INITIAL_PURCHASE,Web,35.97,USD,2020-03-21,2020-06-24,No,Yes,3/21/2020,3/24/2020,On,US/Canada,Consumer,Web,Yes,Yes,22.0,15.0,9.0,3.0,1.0,2020-03-21,0
3960,14512,EBR,Limited,INITIAL_PURCHASE,Web,41.5,USD,2019-12-14,2020-03-17,No,Yes,12/14/2019,12/17/2019,Off,Europe,Consumer,Web,Yes,Yes,42.0,22.0,2.0,13.0,1.0,2019-12-14,1
3963,14522,ALL,Lifetime,INITIAL_PURCHASE,Web,199.0,USD,2020-03-05,2099-01-01,No,Yes,2/7/2020,2/10/2020,Off,US/Canada,Consumer,Web,No,Yes,59.0,30.0,6.0,20.0,3.0,2020-03-05,0
3966,14527,ESP,Limited,INITIAL_PURCHASE,Web,38.34,USD,2019-12-17,2020-03-20,No,Yes,12/17/2019,12/20/2019,On,US/Canada,Consumer,Web,Yes,Yes,4.0,2.0,0.0,1.0,0.0,2019-12-17,1
3969,14537,ALL,Lifetime,INITIAL_PURCHASE,Web,199.0,USD,2020-03-30,2099-01-01,No,Yes,12/8/2019,12/11/2019,Off,US/Canada,Consumer,App,Yes,Yes,45.0,35.0,13.0,16.0,4.0,2020-03-30,0
3972,14541,EBR,Limited,INITIAL_PURCHASE,Web,41.5,USD,2020-03-08,2020-06-11,No,Yes,3/8/2020,3/11/2020,On,Europe,Consumer,Web,Yes,Yes,16.0,8.0,8.0,1.0,1.0,2020-03-08,0
3975,14555,ALL,Lifetime,INITIAL_PURCHASE,Web,199.0,USD,2020-03-28,2099-01-01,No,Yes,3/28/2020,4/4/2020,Off,US/Canada,Consumer,Web,Yes,Yes,6.0,0.0,0.0,0.0,0.0,2020-03-28,0
3978,14575,ALL,Lifetime,INITIAL_PURCHASE,Web,217.41,USD,2020-03-30,2099-01-01,No,Yes,3/29/2020,4/1/2020,Off,US/Canada,Consumer,Web,Yes,Yes,45.0,8.0,8.0,1.0,1.0,2020-03-30,0
3981,14596,ESP,Limited,INITIAL_PURCHASE,Web,0.0,USD,2019-06-14,2019-09-17,No,Yes,6/14/2019,6/17/2019,Off,Other,Consumer,Web,Yes,Yes,74.0,0.0,0.0,0.0,0.0,2019-06-14,1
3984,14597,ALL,Lifetime,INITIAL_PURCHASE,Web,199.0,USD,2020-03-03,2099-01-01,No,Yes,3/1/2020,3/4/2020,Off,US/Canada,Consumer,Web,Yes,Yes,11.0,6.0,0.0,2.0,0.0,2020-03-03,0
3987,14601,ESC,Limited,INITIAL_PURCHASE,Web,47.19,USD,2019-12-03,2020-06-08,No,Yes,12/3/2019,12/6/2019,Off,Europe,Consumer,Web,No,Yes,4.0,4.0,0.0,1.0,0.0,2019-12-03,1
3990,14635,ITA,Limited,INITIAL_PURCHASE,Web,65.94,USD,2019-07-24,2020-01-24,No,Yes,1/23/2020,1/26/2020,Off,US/Canada,Consumer,Web,Yes,Yes,136.0,26.0,5.0,23.0,3.0,2019-07-24,1
3993,14642,JPN,Limited,RENEWAL,Web,79.0,USD,2019-10-25,2020-05-08,No,Yes,2/25/2020,2/28/2020,On,Europe,Consumer,Web,No,Yes,1.0,0.0,0.0,0.0,0.0,2019-10-25,1
3996,14646,ALL,Lifetime,INITIAL_PURCHASE,Web,199.0,USD,2020-02-24,2099-01-01,No,Yes,2/19/2020,2/22/2020,Off,US/Canada,Consumer,Web,Yes,Yes,33.0,30.0,18.0,5.0,2.0,2020-02-24,0
3999,14649,ESP,Limited,INITIAL_PURCHASE,Web,35.97,USD,2020-03-23,2020-06-30,No,Yes,3/23/2020,3/26/2020,On,US/Canada,Consumer,Web,Yes,Yes,7.0,2.0,1.0,2.0,1.0,2020-03-23,0
4002,14671,FRA,Limited,INITIAL_PURCHASE,Web,35.97,USD,2020-02-17,2020-07-01,No,Yes,4/2/2020,4/9/2020,Off,Other,Consumer,Web,No,Yes,73.0,24.0,4.0,10.0,1.0,2020-02-17,1
4005,14680,ESP,Limited,INITIAL_PURCHASE,Web,83.94,USD,2019-07-23,2020-01-13,No,Yes,7/23/2019,7/26/2019,Off,US/Canada,Consumer,Web,No,Yes,23.0,8.0,0.0,8.0,0.0,2019-07-23,1
4008,14684,ALL,Lifetime,INITIAL_PURCHASE,Web,189.0,USD,2020-03-13,2099-01-01,No,Yes,6/22/2019,6/25/2019,Off,US/Canada,Consumer,Web,Yes,Yes,72.0,12.0,6.0,7.0,2.0,2020-03-13,0
4011,14710,FRA,Limited,INITIAL_PURCHASE,Web,137.61,USD,2020-03-23,2020-06-29,No,Yes,3/23/2020,3/26/2020,On,Europe,Consumer,Web,No,Yes,4.0,0.0,0.0,0.0,0.0,2020-03-23,0
4014,14740,ALL,Lifetime,INITIAL_PURCHASE,Web,199.0,USD,2020-03-30,2099-01-01,No,Yes,3/22/2020,3/29/2020,Off,US/Canada,Consumer,Web,Yes,Yes,7.0,6.0,2.0,4.0,1.0,2020-03-30,0
4017,14745,FRA,Limited,INITIAL_PURCHASE,Web,32.37,USD,2020-03-04,2020-06-14,No,Yes,3/4/2020,3/7/2020,On,US/Canada,Consumer,Web,No,Yes,14.0,12.0,5.0,4.0,1.0,2020-03-04,0
4020,14750,ALL,Lifetime,INITIAL_PURCHASE,Web,199.0,USD,2020-03-05,2099-01-01,No,Yes,1/29/2020,2/1/2020,Off,US/Canada,Consumer,Web,Yes,Yes,76.0,67.0,1.0,56.0,1.0,2020-03-05,0
4023,14756,ALL,Lifetime,INITIAL_PURCHASE,Web,206.39,USD,2020-02-20,2099-01-01,No,Yes,11/25/2018,11/28/2018,Off,US/Canada,Consumer,App,Yes,Yes,15.0,10.0,0.0,2.0,0.0,2020-02-20,0
4026,14786,ALL,Lifetime,INITIAL_PURCHASE,Web,224.91,USD,2020-02-20,2099-01-01,No,Yes,1/27/2020,1/30/2020,Off,Europe,Consumer,Web,No,Yes,70.0,15.0,11.0,8.0,5.0,2020-02-20,0
4029,14797,ESC,Limited,INITIAL_PURCHASE,Web,47.43,USD,2020-03-23,2020-06-23,No,Yes,3/17/2020,3/20/2020,On,Europe,Consumer,Web,Yes,Yes,3.0,3.0,0.0,1.0,0.0,2020-03-23,0
4032,14799,RUS,Limited,INITIAL_PURCHASE,Web,59.29,USD,2020-03-29,2020-07-01,No,Yes,3/29/2020,4/1/2020,Off,Europe,Consumer,Web,Yes,Yes,10.0,7.0,2.0,4.0,1.0,2020-03-29,0
4035,14850,ESP,Limited,INITIAL_PURCHASE,Web,65.94,USD,2019-10-09,2020-12-03,No,Yes,10/9/2019,10/12/2019,On,US/Canada,Consumer,Web,Yes,Yes,3.0,2.0,0.0,2.0,0.0,2019-10-09,1
4038,14851,ALL,Lifetime,INITIAL_PURCHASE,Web,199.0,USD,2020-03-25,2099-01-01,No,Yes,3/23/2020,3/26/2020,Off,US/Canada,Consumer,Web,Yes,Yes,11.0,11.0,0.0,3.0,0.0,2020-03-25,0
4041,14873,CHI,Limited,RENEWAL,Web,79.0,USD,2019-07-31,2020-05-03,No,Yes,7/31/2019,8/3/2019,Off,Other,Consumer,Web,Yes,Yes,2.0,0.0,0.0,0.0,0.0,2019-07-31,1
4044,14877,FRA,Limited,INITIAL_PURCHASE,Web,41.44,USD,2020-01-03,2020-04-09,No,Yes,1/3/2020,1/6/2020,Off,US/Canada,Consumer,Web,Yes,Yes,23.0,8.0,2.0,3.0,1.0,2020-01-03,1
4047,14882,ESP,Limited,INITIAL_PURCHASE,Web,39.0,USD,2019-07-17,2019-10-20,No,Yes,7/17/2019,7/20/2019,Off,US/Canada,Consumer,Web,No,Yes,36.0,9.0,2.0,6.0,1.0,2019-07-17,1
4050,14900,FRA,Limited,INITIAL_PURCHASE,Web,35.97,USD,2020-02-10,2020-05-23,No,Yes,2/10/2020,2/13/2020,Off,US/Canada,Consumer,Web,Yes,Yes,55.0,46.0,5.0,15.0,1.0,2020-02-10,1
4053,14913,ITA,Limited,INITIAL_PURCHASE,Web,35.97,USD,2019-06-20,2019-09-26,No,Yes,6/20/2019,6/23/2019,Off,US/Canada,Consumer,Web,No,Yes,74.0,7.0,2.0,6.0,1.0,2019-06-20,1
4056,14934,ESP,Limited,RENEWAL,Web,79.0,USD,2019-07-29,2020-02-01,No,Yes,7/29/2019,8/1/2019,Off,US/Canada,Consumer,Web,Yes,Yes,89.0,14.0,2.0,8.0,1.0,2019-07-29,1
4059,14979,ENG,Limited,RENEWAL,Web,79.0,USD,2019-11-07,2020-05-10,No,Yes,11/7/2019,11/10/2019,Off,US/Canada,Consumer,Web,Yes,Yes,4.0,0.0,0.0,0.0,0.0,2019-11-07,1
4062,14982,ALL,Limited,INITIAL_PURCHASE,Web,192.39,USD,2020-03-31,2021-03-31,No,Yes,3/27/2020,3/30/2020,On,Europe,Consumer,Web,Yes,Yes,16.0,15.0,4.0,5.0,1.0,2020-03-31,0
4065,14984,ESP,Limited,RENEWAL,Web,35.97,USD,2019-06-17,2020-06-21,No,Yes,6/17/2019,6/20/2019,On,US/Canada,Consumer,Web,Yes,Yes,4.0,0.0,0.0,0.0,0.0,2019-06-17,1
4068,14988,ESC,Limited,INITIAL_PURCHASE,Web,83.49,USD,2020-02-08,2021-02-11,No,Yes,2/8/2020,2/11/2020,On,Europe,Consumer,Web,No,Yes,12.0,12.0,6.0,4.0,2.0,2020-02-08,0
4071,14991,ESP,Limited,INITIAL_PURCHASE,Web,41.57,USD,2019-06-18,2019-09-21,No,Yes,6/18/2019,6/21/2019,Off,US/Canada,Consumer,Web,Yes,Yes,50.0,0.0,0.0,0.0,0.0,2019-06-18,1
4074,14993,FRA,Limited,INITIAL_PURCHASE,Web,38.24,USD,2020-03-14,2020-06-17,No,Yes,3/14/2020,3/17/2020,On,US/Canada,Consumer,Web,Yes,Yes,8.0,0.0,0.0,0.0,0.0,2020-03-14,0
4077,4921,ESP,Limited,INITIAL_PURCHASE,Web,42.8,USD,2020-03-29,2020-07-02,No,Yes,3/29/2020,4/1/2020,Off,Europe,Consumer,Web,No,Yes,1.0,0.0,0.0,0.0,0.0,2020-03-29,2
4080,15004,RUS,Limited,INITIAL_PURCHASE,Web,35.97,USD,2019-07-22,2019-10-22,No,Yes,10/21/2014,10/24/2014,Off,US/Canada,Consumer,Web,Yes,Yes,33.0,0.0,0.0,0.0,0.0,2019-07-22,1
4083,15013,ESP,Limited,RENEWAL,Web,35.97,USD,2019-07-11,2020-05-22,No,Yes,7/11/2019,7/14/2019,On,US/Canada,Consumer,Web,Yes,Yes,6.0,3.0,0.0,1.0,0.0,2019-07-11,1
4086,15027,ESC,Limited,INITIAL_PURCHASE,Web,83.49,USD,2019-12-03,2020-12-06,No,Yes,12/5/2019,12/8/2019,Off,Europe,Consumer,Web,No,Yes,1.0,1.0,0.0,1.0,0.0,2019-12-03,1
4089,15061,ESP,Limited,INITIAL_PURCHASE,Web,0.0,USD,2019-05-13,2021-08-16,No,Yes,5/13/2019,5/16/2019,On,US/Canada,Consumer,Web,Yes,Yes,4.0,3.0,0.0,3.0,0.0,2019-05-13,1
4092,15092,ALL,Lifetime,INITIAL_PURCHASE,Web,199.0,USD,2020-03-30,2099-01-01,No,Yes,3/30/2020,4/2/2020,Off,US/Canada,Consumer,Web,Yes,Yes,6.0,6.0,0.0,2.0,0.0,2020-03-30,0
4095,15103,FRA,Limited,INITIAL_PURCHASE,Web,74.23,USD,2020-03-20,2020-09-23,No,Yes,3/20/2020,3/23/2020,On,Europe,Consumer,Web,Yes,Yes,2.0,0.0,0.0,0.0,0.0,2020-03-20,0
4098,15112,ALL,Lifetime,INITIAL_PURCHASE,Web,199.0,USD,2020-02-22,2099-01-01,No,Yes,2/17/2020,2/20/2020,Off,US/Canada,Consumer,Web,Yes,Yes,23.0,19.0,12.0,6.0,1.0,2020-02-22,0
